,year,country,protesterdemand1,protesterdemand2,participants,freedom,counts
8014,2012,Liberia,"political behavior, process",,1000.0,PF,1
8016,2013,Liberia,labor wage dispute,,3765.0,PF,1
8037,2017,Liberia,social restrictions,,1000.0,PF,1
8059,2015,Sierra Leone,"political behavior, process",,1000.0,PF,1
8074,1993,Ghana,"price increases, tax policy",,1000.0,PF,1
8078,1995,Ghana,"price increases, tax policy",,10000.0,PF,1
8079,1995,Ghana,"price increases, tax policy",,20000.0,PF,1
8081,1995,Ghana,"political behavior, process",,5000.0,PF,1
8082,1995,Ghana,removal of politician,,4000.0,PF,1
8084,1999,Ghana,"political behavior, process",,2000.0,PF,1
8087,1999,Ghana,"price increases, tax policy",labor wage dispute,1000.0,PF,1
8089,2003,Ghana,"political behavior, process",,5000.0,F,1
8090,2003,Ghana,"price increases, tax policy","political behavior, process",5000.0,F,1
8091,2005,Ghana,"price increases, tax policy",,1000.0,F,1
8099,2011,Ghana,"price increases, tax policy",,2500.0,F,1
8116,2013,Ghana,"price increases, tax policy",,1000.0,F,1
8121,2015,Ghana,"political behavior, process",,1000.0,F,1
8122,2015,Ghana,"political behavior, process",,1000.0,F,1
8123,2015,Ghana,"price increases, tax policy",,1000.0,F,1
8124,2015,Ghana,land farm issue,,1000.0,F,1
8130,2016,Ghana,"political behavior, process",,1000.0,F,1
8134,2016,Ghana,"political behavior, process",,1000.0,F,1
8138,1990,Togo,"political behavior, process",,1000.0,NF,1
8144,1991,Togo,removal of politician,,1000.0,NF,1
8145,1991,Togo,removal of politician,,1000.0,NF,1
8146,1991,Togo,removal of politician,,1000.0,NF,1
8147,1991,Togo,police brutality,removal of politician,1000.0,NF,1
8150,1992,Togo,"political behavior, process",,1000.0,NF,1
8151,1992,Togo,removal of politician,"political behavior, process",15000.0,NF,1
8152,1992,Togo,"political behavior, process",,2000.0,NF,1
8155,1993,Togo,"political behavior, process",,1000.0,NF,1
8156,1993,Togo,"political behavior, process",,1000.0,NF,1
8157,1997,Togo,"political behavior, process",,3500.0,NF,1
8158,1998,Togo,"political behavior, process",,1000.0,NF,1
8161,1998,Togo,"political behavior, process",,1000.0,NF,1
8165,2000,Togo,"political behavior, process",,2000.0,PF,1
8166,2001,Togo,"political behavior, process",,10000.0,PF,1
8168,2002,Togo,"political behavior, process",,2000.0,NF,1
8169,2002,Togo,"political behavior, process",,1000.0,NF,1
8171,2005,Togo,"political behavior, process",removal of politician,3000.0,NF,1
8172,2005,Togo,"political behavior, process",removal of politician,25000.0,NF,1
8174,2005,Togo,"political behavior, process",,1000.0,NF,1
8176,2005,Togo,"political behavior, process",,1000.0,NF,1
8177,2005,Togo,"political behavior, process",,2000.0,NF,1
8178,2005,Togo,"political behavior, process",,1000.0,NF,1
8180,2005,Togo,police brutality,,1000.0,NF,1
8187,2010,Togo,"political behavior, process",,1000.0,PF,1
8189,2010,Togo,"political behavior, process",,1000.0,PF,1
8190,2010,Togo,"political behavior, process",,1000.0,PF,1
8191,2010,Togo,"political behavior, process",,7000.0,PF,1
8193,2010,Togo,"political behavior, process",,1000.0,PF,1
8194,2010,Togo,"political behavior, process",,1000.0,PF,1
8198,2011,Togo,removal of politician,,1000.0,PF,1
8200,2012,Togo,"political behavior, process",,20000.0,PF,1
8201,2012,Togo,"political behavior, process",,1000.0,PF,1
8202,2012,Togo,"political behavior, process",,2000.0,PF,1
8203,2012,Togo,"political behavior, process",,1000.0,PF,1
8204,2012,Togo,"political behavior, process",,1000.0,PF,1
8205,2012,Togo,"political behavior, process",removal of politician,1000.0,PF,1
8207,2013,Togo,"political behavior, process",,1000.0,PF,1
8209,2013,Togo,labor wage dispute,,20000.0,PF,1
8211,2014,Togo,"political behavior, process",,1000.0,PF,1
8212,2014,Togo,"political behavior, process",,1000.0,PF,1
8215,2015,Togo,"political behavior, process",,1000.0,PF,1
8222,2017,Togo,"price increases, tax policy",,1000.0,PF,1
8223,2017,Togo,"political behavior, process",,1000.0,PF,1
8224,2017,Togo,"political behavior, process",removal of politician,2000.0,PF,1
8225,2018,Togo,police brutality,"political behavior, process",1000.0,PF,1
8226,2018,Togo,"political behavior, process",removal of politician,1000.0,PF,1
8227,2018,Togo,"political behavior, process",removal of politician,1000.0,PF,1
8228,2018,Togo,"political behavior, process",removal of politician,1000.0,PF,1
8231,1990,Cameroon,"political behavior, process",,20000.0,NF,1
8233,1991,Cameroon,"political behavior, process",,5000.0,NF,1
8234,1991,Cameroon,"political behavior, process",,5000.0,NF,1
8235,1991,Cameroon,"political behavior, process",,2000.0,NF,1
8236,1991,Cameroon,"political behavior, process",,3000.0,NF,1
8237,1991,Cameroon,"political behavior, process",,1000.0,NF,1
8241,1991,Cameroon,removal of politician,"political behavior, process",50000.0,NF,1
8243,1991,Cameroon,police brutality,,5000.0,NF,1
8247,1992,Cameroon,"political behavior, process",,1000.0,NF,1
8249,1993,Cameroon,"political behavior, process",,2000.0,NF,1
8250,1993,Cameroon,social restrictions,,1500.0,NF,1
8252,1994,Cameroon,"political behavior, process",,1000.0,NF,1
8259,2004,Cameroon,"political behavior, process",,8000.0,NF,1
8266,2008,Cameroon,"price increases, tax policy","political behavior, process",1000.0,NF,1
8270,2011,Cameroon,labor wage dispute,,1000.0,NF,1
8291,1994,Nigeria,"political behavior, process",,1000.0,NF,1
8299,1994,Nigeria,"political behavior, process",,7000.0,NF,1
8303,2000,Nigeria,"political behavior, process",social restrictions,10000.0,PF,1
8307,2002,Nigeria,"political behavior, process",,1000.0,PF,1
8310,2004,Nigeria,"price increases, tax policy",,1000.0,PF,1
8312,2005,Nigeria,"political behavior, process",,6000.0,PF,1
8313,2006,Nigeria,"political behavior, process",,1000.0,PF,1
8314,2010,Nigeria,"political behavior, process",,1000.0,PF,1
8315,2010,Nigeria,"political behavior, process",labor wage dispute,1000.0,PF,1
8316,2011,Nigeria,"political behavior, process",,1000.0,PF,1
8318,2012,Nigeria,"price increases, tax policy",,10000.0,PF,1
8322,2015,Nigeria,police brutality,,1000.0,PF,1
8330,2016,Nigeria,"political behavior, process",,1000.0,PF,1
8335,2016,Nigeria,"price increases, tax policy",,1000.0,PF,1
8348,2016,Nigeria,"political behavior, process",,1000.0,PF,1
8350,2016,Nigeria,"political behavior, process",,1000.0,PF,1
8361,2016,Nigeria,social restrictions,"political behavior, process",1000.0,PF,1
8367,2016,Nigeria,labor wage dispute,,1000.0,PF,1
8386,2017,Nigeria,"political behavior, process",,1000.0,PF,1
8397,2017,Nigeria,"political behavior, process",,1000.0,PF,1
8409,2017,Nigeria,"political behavior, process",,1000.0,PF,1
8428,2018,Nigeria,labor wage dispute,,2000.0,PF,1
8431,2018,Nigeria,"political behavior, process",,1000.0,PF,1
8432,2018,Nigeria,"political behavior, process",,1000.0,PF,1
8436,2019,Nigeria,"political behavior, process",,1000.0,PF,1
8442,1990,Gabon,"political behavior, process",,1000.0,PF,1
8446,1993,Gabon,,,1000.0,PF,1
8449,1993,Gabon,removal of politician,,3000.0,PF,1
8460,2009,Gabon,removal of politician,"political behavior, process",10000.0,NF,1
8461,2009,Gabon,"political behavior, process",,1000.0,NF,1
8471,2016,Gabon,removal of politician,"political behavior, process",1000.0,NF,1
8474,1991,Central African Republic,removal of politician,"political behavior, process",1000.0,PF,1
8476,1992,Central African Republic,"political behavior, process",,1000.0,PF,1
8477,1992,Central African Republic,"political behavior, process",police brutality,100000.0,PF,1
8480,1996,Central African Republic,"political behavior, process",,2000.0,PF,1
8481,1996,Central African Republic,labor wage dispute,,2000.0,PF,1
8485,1996,Central African Republic,labor wage dispute,,2000.0,PF,1
8486,1996,Central African Republic,"political behavior, process",,5000.0,PF,1
8491,2000,Central African Republic,"political behavior, process",,4000.0,PF,1
8492,2000,Central African Republic,labor wage dispute,,10000.0,PF,1
8494,2000,Central African Republic,removal of politician,,5000.0,PF,1
8510,2006,Central African Republic,"political behavior, process",,1000.0,PF,1
8511,2006,Central African Republic,"political behavior, process",,3000.0,PF,1
8521,2013,Central African Republic,"political behavior, process",police brutality,5000.0,NF,1
8524,2013,Central African Republic,social restrictions,police brutality,1000.0,NF,1
8527,2013,Central African Republic,removal of politician,,1000.0,NF,1
8528,2014,Central African Republic,removal of politician,"political behavior, process",1000.0,NF,1
8530,2015,Central African Republic,removal of politician,,1000.0,NF,1
8534,1992,Chad,"political behavior, process",,10000.0,NF,1
8574,2009,Congo Brazzaville,"political behavior, process",,2000.0,,1
8578,2015,Congo Brazzaville,"political behavior, process",,1000.0,,1
8579,2015,Congo Brazzaville,"political behavior, process",,10000.0,,1
8581,2015,Congo Brazzaville,"political behavior, process",,1000.0,,1
8586,1991,Congo Kinshasa,"political behavior, process",,1000.0,,1
8590,1992,Congo Kinshasa,"political behavior, process",,1000.0,,1
8599,1994,Congo Kinshasa,"political behavior, process",,5000.0,,1
8600,1995,Congo Kinshasa,"political behavior, process",,2000.0,,1
8601,1996,Congo Kinshasa,removal of politician,,1000.0,,1
8603,1997,Congo Kinshasa,removal of politician,,1000.0,,1
8605,1997,Congo Kinshasa,"political behavior, process",,1000.0,,1
8606,1999,Congo Kinshasa,"political behavior, process",,5000.0,,1
8607,1999,Congo Kinshasa,"political behavior, process",,1000.0,,1
8608,2000,Congo Kinshasa,social restrictions,"political behavior, process",5000.0,,1
8612,2004,Congo Kinshasa,"political behavior, process",,10000.0,,1
8613,2005,Congo Kinshasa,"political behavior, process",,1000.0,,1
8614,2005,Congo Kinshasa,"political behavior, process",,1000.0,,1
8621,2006,Congo Kinshasa,"political behavior, process",,4000.0,,1
8638,2016,Congo Kinshasa,"political behavior, process",,1000.0,,1
8642,2017,Congo Kinshasa,removal of politician,,1000.0,,1
8645,2018,Congo Kinshasa,"political behavior, process",,1000.0,,1
8651,2018,Congo Kinshasa,"political behavior, process",,1000.0,,1
8659,1990,Uganda,"political behavior, process",,7000.0,PF,1
8664,1993,Uganda,"political behavior, process",,1000.0,NF,1
8668,1995,Uganda,"political behavior, process",,5000.0,PF,1
8671,2002,Uganda,"political behavior, process",,1000.0,PF,1
8678,2005,Uganda,"political behavior, process",,1000.0,PF,1
8681,2005,Uganda,police brutality,,1000.0,PF,1
8694,2011,Uganda,"price increases, tax policy",,1000.0,PF,1
8701,2012,Uganda,removal of politician,,1000.0,PF,1
8718,1990,Kenya,"political behavior, process",,7000.0,NF,1
8719,1990,Kenya,"political behavior, process",,1000.0,NF,1
8720,1990,Kenya,"political behavior, process",,1000.0,NF,1
8721,1990,Kenya,"political behavior, process",,1000.0,NF,1
8722,1991,Kenya,"political behavior, process",removal of politician,1000.0,NF,1
8723,1991,Kenya,"political behavior, process",,1000.0,NF,1
8724,1992,Kenya,"political behavior, process",,100000.0,PF,1
8727,1993,Kenya,"political behavior, process",,1000.0,NF,1
8731,1997,Kenya,police brutality,,1000.0,NF,1
8732,1997,Kenya,"political behavior, process",,1000.0,NF,1
8736,1997,Kenya,"political behavior, process",,2000.0,NF,1
8738,1997,Kenya,"political behavior, process",,1000.0,NF,1
8740,1998,Kenya,"price increases, tax policy",,1000.0,NF,1
8741,1998,Kenya,"political behavior, process",,1000.0,NF,1
8743,1999,Kenya,land farm issue,"political behavior, process",2000.0,NF,1
8745,2000,Kenya,"political behavior, process",,1000.0,NF,1
8769,2006,Kenya,removal of politician,,1000.0,PF,1
8771,2006,Kenya,land farm issue,"political behavior, process",1500.0,PF,1
8773,2006,Kenya,"political behavior, process",,1000.0,PF,1
8777,2007,Kenya,"political behavior, process",,1000.0,PF,1
8778,2007,Kenya,"political behavior, process",,1000.0,PF,1
8781,2008,Kenya,"political behavior, process",,10000.0,PF,1
8785,2008,Kenya,"political behavior, process",removal of politician,10000.0,PF,1
8795,2010,Kenya,labor wage dispute,,2000.0,PF,1
8798,2010,Kenya,"political behavior, process",,1000.0,PF,1
8806,2010,Kenya,labor wage dispute,,1000.0,PF,1
8811,2010,Kenya,"price increases, tax policy",labor wage dispute,1000.0,PF,1
8820,2010,Kenya,labor wage dispute,,1000.0,PF,1
8843,2012,Kenya,labor wage dispute,,5000.0,PF,1
8849,2012,Kenya,"political behavior, process",,1000.0,PF,1
8855,2012,Kenya,"political behavior, process",,1000.0,PF,1
8860,2012,Kenya,labor wage dispute,,60000.0,PF,1
8867,2012,Kenya,"political behavior, process",,1000.0,PF,1
8868,2012,Kenya,land farm issue,labor wage dispute,30000.0,PF,1
8871,2012,Kenya,"political behavior, process",,3000.0,PF,1
8881,2013,Kenya,labor wage dispute,,1000.0,PF,1
8898,2014,Kenya,"political behavior, process",,1000.0,PF,1
8899,2014,Kenya,social restrictions,,1000.0,PF,1
8918,2015,Kenya,removal of politician,,1000.0,PF,1
8929,2015,Kenya,"political behavior, process",,5000.0,PF,1
8942,2015,Kenya,land farm issue,"political behavior, process",1000.0,PF,1
8943,2015,Kenya,land farm issue,"political behavior, process",1000.0,PF,1
8962,2015,Kenya,"price increases, tax policy",,1000.0,PF,1
8980,2015,Kenya,police brutality,,2000.0,PF,1
8998,2015,Kenya,"political behavior, process",,1000.0,PF,1
9028,2015,Kenya,"political behavior, process",,1500.0,PF,1
9036,2015,Kenya,land farm issue,,3000.0,PF,1
9051,2017,Kenya,"political behavior, process",,10000.0,PF,1
9060,2018,Kenya,"political behavior, process",,1000.0,PF,1
9065,1992,Tanzania,"political behavior, process",removal of politician,1000.0,PF,1
9070,1998,Tanzania,social restrictions,,1000.0,PF,1
9074,2001,Tanzania,"political behavior, process",,50000.0,PF,1
9075,2001,Tanzania,"political behavior, process",,50000.0,PF,1
9086,2010,Tanzania,"political behavior, process",,1000.0,PF,1
9087,2010,Tanzania,"political behavior, process",,1000.0,PF,1
9091,2011,Tanzania,"political behavior, process",,1000.0,PF,1
9093,2011,Tanzania,"price increases, tax policy","political behavior, process",1000.0,PF,1
9101,2017,Tanzania,social restrictions,"political behavior, process",1000.0,PF,1
9102,1993,Burundi,social restrictions,"political behavior, process",1000.0,NF,1
9103,1993,Burundi,social restrictions,"political behavior, process",5000.0,NF,1
9104,1993,Burundi,social restrictions,"political behavior, process",2000.0,NF,1
9106,1993,Burundi,"political behavior, process",,1000.0,NF,1
9107,1993,Burundi,"political behavior, process",,10000.0,NF,1
9108,1993,Burundi,"political behavior, process",,10000.0,NF,1
9109,1993,Burundi,"political behavior, process",,10000.0,NF,1
9110,1994,Burundi,"political behavior, process",,1000.0,NF,1
9111,1994,Burundi,"political behavior, process",,2000.0,NF,1
9116,1995,Burundi,"political behavior, process",removal of politician,2000.0,NF,1
9117,1995,Burundi,"political behavior, process",,3000.0,NF,1
9120,1996,Burundi,"political behavior, process",,1000.0,NF,1
9124,1996,Burundi,"political behavior, process",,2500.0,NF,1
9125,1996,Burundi,"political behavior, process",removal of politician,10000.0,NF,1
9126,2000,Burundi,"political behavior, process",,1000.0,NF,1
9131,2002,Burundi,"political behavior, process",,5000.0,NF,1
9136,2004,Burundi,"political behavior, process",,5000.0,PF,1
9140,2008,Burundi,"political behavior, process",,2500.0,PF,1
9144,2009,Burundi,"political behavior, process",,20000.0,PF,1
9153,2013,Burundi,land farm issue,"political behavior, process",1000.0,PF,1
9155,2014,Burundi,"political behavior, process",,1000.0,NF,1
9156,2014,Burundi,social restrictions,,1000.0,NF,1
9171,2015,Burundi,"political behavior, process",removal of politician,1000.0,NF,1
9200,1991,Rwanda,"political behavior, process",,25000.0,NF,1
9201,1992,Rwanda,"political behavior, process",,2000.0,NF,1
9203,1992,Rwanda,"political behavior, process",,10000.0,NF,1
9206,1993,Rwanda,"political behavior, process",,50000.0,NF,1
9208,2014,Rwanda,"political behavior, process",,1000.0,NF,1
9209,2014,Rwanda,"political behavior, process",,2000.0,NF,1
9210,1990,Somalia,"political behavior, process",,1000.0,NF,1
9218,1997,Somalia,"political behavior, process",,5000.0,NF,1
9219,2003,Somalia,"political behavior, process",,3000.0,NF,1
9220,2005,Somalia,"political behavior, process",,1000.0,NF,1
9221,2006,Somalia,"political behavior, process",social restrictions,5000.0,NF,1
9222,2006,Somalia,"political behavior, process",,1000.0,NF,1
9223,2006,Somalia,"political behavior, process",,4000.0,NF,1
9225,2006,Somalia,"political behavior, process",,1000.0,NF,1
9227,2008,Somalia,"price increases, tax policy",,10000.0,NF,1
9229,2011,Somalia,"political behavior, process",,1000.0,NF,1
9233,1993,Djibouti,social restrictions,,3000.0,NF,1
9250,2018,Ethiopia,"political behavior, process",,25000.0,NF,1
9252,2018,Ethiopia,"political behavior, process",,1000.0,NF,1
