"COUNTRY","Country","AGE","Age","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator","SEX","Sex","INTENSITY","Intensity","YEAR","Year","Value","Flag Codes","Flags"
"DNK","Denmark","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2013","2013",12.402,,
"DNK","Denmark","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2014","2014",12.703,,
"DNK","Denmark","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2015","2015",13.833,,
"DNK","Denmark","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2016","2016",12.147,,
"DNK","Denmark","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2017","2017",13.012,,
"SWE","Sweden","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2013","2013",47.412,,
"SWE","Sweden","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2014","2014",46.315,,
"SWE","Sweden","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2015","2015",46.192,,
"SWE","Sweden","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2016","2016",45.843,,
"SWE","Sweden","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2017","2017",45.753,,
"LTU","Lithuania","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",71.987,,
"LTU","Lithuania","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",73.692,,
"LTU","Lithuania","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",75.614,,
"LTU","Lithuania","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",77.024,,
"LTU","Lithuania","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",78.54,,
"IRL","Ireland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2013","2013",84.248,,
"IRL","Ireland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2014","2014",83.933,,
"IRL","Ireland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2015","2015",83.914,,
"IRL","Ireland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2016","2016",83.102,,
"IRL","Ireland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2017","2017",82.849,,
"CHE","Switzerland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2013","2013",28.239,,
"CHE","Switzerland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2014","2014",28.774,,
"CHE","Switzerland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2015","2015",28.423,,
"CHE","Switzerland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2016","2016",30.337,,
"CHE","Switzerland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2017","2017",30.011,,
"JPN","Japan","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2013","2013",6.39,,
"JPN","Japan","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2014","2014",6.489,,
"JPN","Japan","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2015","2015",6.535,,
"JPN","Japan","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2016","2016",6.523,,
"JPN","Japan","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2017","2017",6.513,,
"CZE","Czech Republic","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2013","2013",96.671,,
"CZE","Czech Republic","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2014","2014",95.754,,
"CZE","Czech Republic","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2015","2015",95.459,,
"CZE","Czech Republic","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2016","2016",94.873,,
"CZE","Czech Republic","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2017","2017",94.924,,
"SWE","Sweden","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2013","2013",55.594,,
"SWE","Sweden","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2014","2014",56.48,,
"SWE","Sweden","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2015","2015",55.915,,
"SWE","Sweden","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2016","2016",56.695,,
"SWE","Sweden","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2017","2017",56.956,,
"CAN","Canada","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2013","2013",20.941,,
"CAN","Canada","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2014","2014",19.907,,
"CAN","Canada","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2015","2015",18.961,,
"CAN","Canada","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2016","2016",18.77,,
"CAN","Canada","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2017","2017",18.897,,
"LUX","Luxembourg","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2013","2013",16.609,,
"LUX","Luxembourg","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2014","2014",22.805,,
"LUX","Luxembourg","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2015","2015",17.72,,
"LUX","Luxembourg","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2016","2016",18.752,,
"LUX","Luxembourg","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2017","2017",18.39,,
"BEL","Belgium","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2013","2013",27.921,,
"BEL","Belgium","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2014","2014",28.531,,
"BEL","Belgium","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2015","2015",27.348,,
"BEL","Belgium","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2016","2016",26.998,,
"BEL","Belgium","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2017","2017",28.559,,
"CHL","Chile","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2013","2013",100,,
"CHL","Chile","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2014","2014",100,,
"CHL","Chile","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2015","2015",100,,
"CHL","Chile","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2016","2016",100,,
"CHL","Chile","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2017","2017",100,,
"SAU","Saudi Arabia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2013","2013",,"x","Data included in another category"
"SAU","Saudi Arabia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2014","2014",,"x","Data included in another category"
"SAU","Saudi Arabia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2015","2015",,"x","Data included in another category"
"SAU","Saudi Arabia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2016","2016",,"x","Data included in another category"
"JPN","Japan","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",92.388,,
"JPN","Japan","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",92.349,,
