"SEX","GEO","TIME","CATEGORY","NACE_R2","AGE","UNIT","Value","Flag and Footnotes"
"Males","United Kingdom","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","2,234.2",""
"Males","United Kingdom","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","544.4",""
"Males","United Kingdom","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","327.2",""
"Males","United Kingdom","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","183.6",""
"Males","United Kingdom","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","1,671.1",""
"Males","United Kingdom","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","1,462.4",""
"Males","United Kingdom","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","235.9",""
"Males","Iceland","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","8.4",""
"Males","Iceland","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","2.0",""
"Males","Iceland","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","0.6",""
"Males","Iceland","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Males","Iceland","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","7.5",""
"Males","Iceland","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","7.0",""
"Males","Iceland","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand",":","u"
"Males","Iceland","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","10.1",""
"Males","Iceland","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","2.6",""
"Males","Iceland","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","0.8",""
"Males","Iceland","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Males","Iceland","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","8.8",""
"Males","Iceland","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","8.2",""
"Males","Iceland","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand",":","u"
"Males","Iceland","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","10.3",""
"Males","Iceland","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","2.7",""
"Males","Iceland","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","0.9",""
"Males","Iceland","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Males","Iceland","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","8.8",""
"Males","Iceland","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","8.0",""
"Males","Iceland","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","0.5",""
"Males","Iceland","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","10.5",""
"Males","Iceland","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","2.5",""
"Males","Iceland","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","0.9",""
"Males","Iceland","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Males","Iceland","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","9.1",""
"Males","Iceland","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","8.2",""
"Males","Iceland","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","0.5",""
"Males","Norway","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","133.4",""
"Males","Norway","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","37.4",""
"Males","Norway","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","9.0",""
"Males","Norway","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","5.0",""
"Males","Norway","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","110.2",""
"Males","Norway","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","103.9",""
"Males","Norway","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","14.1",""
"Males","Norway","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","142.3",""
"Males","Norway","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","37.0",""
"Males","Norway","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","9.0","u"
"Males","Norway","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","5.2","u"
"Males","Norway","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","115.5",""
"Males","Norway","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","106.7",""
"Males","Norway","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","17.8",""
"Males","Norway","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","143.1",""
"Males","Norway","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","32.2",""
"Males","Norway","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","9.5","u"
"Males","Norway","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","5.3","u"
"Males","Norway","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","114.8",""
"Males","Norway","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","103.4",""
"Males","Norway","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","18.8",""
"Males","Norway","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","146.5",""
"Males","Norway","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","34.4",""
"Males","Norway","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","12.0",""
"Males","Norway","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","5.8","u"
"Males","Norway","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","115.9",""
"Males","Norway","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","105.0",""
"Males","Norway","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","18.7",""
"Males","Switzerland","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","330.3",""
"Males","Switzerland","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","84.2",""
"Males","Switzerland","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","50.0",""
"Males","Switzerland","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","37.7",""
"Males","Switzerland","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","259.9",""
"Males","Switzerland","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","226.5",""
"Males","Switzerland","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","20.4",""
"Males","Switzerland","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","338.9",""
"Males","Switzerland","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","84.6",""
"Males","Switzerland","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","52.2",""
"Males","Switzerland","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","40.8",""
"Males","Switzerland","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","266.1",""
"Males","Switzerland","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","231.6",""
"Males","Switzerland","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","20.7",""
"Males","Switzerland","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","347.8",""
